,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
2780,50017, Order Finished  , Vivek Grady            ,2012-11-20,43,3004940,0.07,210346, Office Supplies  , Pens & Art Supplies            ,2794594,2012Q4,2012,November-2012,Tuesday
2782,50307, Order Returned  , Bill Overfelt          ,2010-10-15,31,1073660,0.06,64420, Technology       , Computer Peripherals           ,1009240,2010Q4,2010,October-2010,Friday
2783,50663, Order Returned  , Jim Kriz               ,2010-11-09,26,3229680,0.02,64594, Office Supplies  , Appliances                     ,3165086,2010Q4,2010,November-2010,Tuesday
2784,50917, Order Finished  , Sally Hughsby          ,2009-07-21,33,2844620,0.02,56892, Technology       , Computer Peripherals           ,2787728,2009Q3,2009,July-2009,Tuesday
2786,51140, Order Finished  , Sean O'Donnell         ,2012-09-14,28,264020,0.04,10561, Office Supplies  , Appliances                     ,253459,2012Q3,2012,September-2012,Friday
2787,51205, Order Finished  , Nat Carroll            ,2012-12-10,17,466020,0.04,18641, Office Supplies  , Binders and Binder Accessories ,447379,2012Q4,2012,December-2012,Monday
2789,51619, Order Finished  , Stephanie Ulpright     ,2009-09-02,46,201200,0.03,6036, Office Supplies  , Pens & Art Supplies            ,195164,2009Q3,2009,September-2009,Wednesday
2790,51713, Order Finished  , Bill Overfelt          ,2011-03-19,35,266140,0.02,5323, Office Supplies  , Rubber Bands                   ,260817,2011Q1,2011,March-2011,Saturday
2791,52007, Order Finished  , Alejandro Grove        ,2012-04-14,25,137080,0.1,13708, Office Supplies  , Labels                         ,123372,2012Q2,2012,April-2012,Saturday
2792,52164, Order Finished  , John Lucas             ,2012-04-13,30,3649696,0.0,0, Technology       , Telephones and Communication   ,3649696,2012Q2,2012,April-2012,Friday
2793,52512, Order Finished  , Jim Kriz               ,2011-07-07,4,99720,0.09,8975, Office Supplies  , Appliances                     ,90745,2011Q3,2011,July-2011,Thursday
2794,52611, Order Returned  , Cathy Prescott         ,2011-04-25,11,49900,0.09,4491, Office Supplies  , Rubber Bands                   ,45409,2011Q2,2011,April-2011,Monday
2795,52805, Order Returned  , Vivek Grady            ,2011-09-28,20,1193120,0.04,47725, Technology       , Computer Peripherals           ,1145395,2011Q3,2011,September-2011,Wednesday
2796,52833, Order Finished  , Todd Sumrall           ,2011-12-24,8,635640,0.02,12713, Office Supplies  , Storage & Organization         ,622927,2011Q4,2011,December-2011,Saturday
2797,52930, Order Finished  , Sarah Foster           ,2011-11-08,16,273960,0.04,10958, Office Supplies  , Envelopes                      ,263002,2011Q4,2011,November-2011,Tuesday
2798,53127, Order Finished  , Tony Chapman           ,2011-05-11,50,3786580,0.07,265061, Office Supplies  , Binders and Binder Accessories ,3521519,2011Q2,2011,May-2011,Wednesday
2800,53476, Order Finished  , Steve Nguyen           ,2009-06-11,14,962800,0.04,38512, Office Supplies  , Paper                          ,924288,2009Q2,2009,June-2009,Thursday
2801,53671, Order Finished  , Laura Armstrong        ,2011-06-10,41,473360,0.08,37869, Office Supplies  , Binders and Binder Accessories ,435491,2011Q2,2011,June-2011,Friday
2802,53766, Order Finished  , Laura Armstrong        ,2009-10-13,22,6245100,0.07,437157, Furniture        , Tables                         ,5807943,2009Q4,2009,October-2009,Tuesday
2803,53795, Order Finished  , Sandra Flanagan        ,2012-01-30,40,529200,0.1,52920, Office Supplies  , Paper                          ,476280,2012Q1,2012,January-2012,Monday
2804,54209, Order Finished  , Arthur Prichep         ,2012-08-15,21,1329978,0.04,53199, Technology       , Telephones and Communication   ,1276779,2012Q3,2012,August-2012,Wednesday
2805,54369, Order Finished  , Ryan Akin              ,2009-03-02,47,842160,0.0,0, Technology       , Computer Peripherals           ,842160,2009Q1,2009,March-2009,Monday
2806,54850, Order Finished  , Nat Carroll            ,2010-12-24,16,5669920,0.07,396894, Office Supplies  , Storage & Organization         ,5273026,2010Q4,2010,December-2010,Friday
2807,54950, Order Finished  , Stephanie Ulpright     ,2010-12-05,26,349160,0.08,27933, Office Supplies  ," Scissors, Rulers and Trimmers  ",321227,2010Q4,2010,December-2010,Sunday
2808,55172, Order Returned  , Katherine Nockton      ,2010-12-03,1,75780,0.0,0, Technology       , Computer Peripherals           ,75780,2010Q4,2010,December-2010,Friday
2809,55235, Order Returned  , Jane Waco              ,2010-10-06,33,5065235,0.0,0, Technology       , Telephones and Communication   ,5065235,2010Q4,2010,October-2010,Wednesday
2810,55300, Order Finished  , Sally Hughsby          ,2009-02-20,37,319780,0.03,9593, Office Supplies  , Appliances                     ,310187,2009Q1,2009,February-2009,Friday
2811,55553, Order Finished  , John Castell           ,2009-07-17,32,355040,0.05,17752, Office Supplies  , Envelopes                      ,337288,2009Q3,2009,July-2009,Friday
2814,56418, Order Finished  , John Lucas             ,2012-04-12,47,3227680,0.09,290491, Office Supplies  , Storage & Organization         ,2937189,2012Q2,2012,April-2012,Thursday
2815,56580, Order Finished  , Karen Daniels          ,2011-08-14,9,146100,0.1,14610, Office Supplies  , Paper                          ,131490,2011Q3,2011,August-2011,Sunday
2816,56807, Order Finished  , Scott Cohen            ,2009-04-21,1,94080,0.06,5645, Office Supplies  , Appliances                     ,88435,2009Q2,2009,April-2009,Tuesday
2817,56837, Order Finished  , Steve Nguyen           ,2010-12-14,10,1930920,0.03,57928, Furniture        , Chairs & Chairmats             ,1872992,2010Q4,2010,December-2010,Tuesday
2818,56995, Order Finished  , Sarah Foster           ,2009-10-15,27,315140,0.08,25211, Office Supplies  , Binders and Binder Accessories ,289929,2009Q4,2009,October-2009,Thursday
2819,57091, Order Finished  , Vivek Grady            ,2011-10-31,6,29700,0.05,1485, Office Supplies  , Rubber Bands                   ,28215,2011Q4,2011,October-2011,Monday
2820,57155, Order Finished  , Stuart Calhoun         ,2009-06-17,23,311040,0.05,15552, Office Supplies  , Paper                          ,295488,2009Q2,2009,June-2009,Wednesday
2821,57185, Order Finished  , Matt Connell           ,2011-05-23,28,2721640,0.06,163298, Furniture        , Office Furnishings             ,2558342,2011Q2,2011,May-2011,Monday
2822,57409, Order Finished  , John Castell           ,2009-11-20,1,181760,0.1,18176, Technology       , Computer Peripherals           ,163584,2009Q4,2009,November-2009,Friday
2823,57542, Order Finished  , John Lucas             ,2009-08-22,23,2512580,0.04,100503, Office Supplies  , Paper                          ,2412077,2009Q3,2009,August-2009,Saturday
2824,57639, Order Finished  , John Castell           ,2010-07-21,24,4479040,0.04,179162, Furniture        , Office Furnishings             ,4299878,2010Q3,2010,July-2010,Wednesday
2825,57856, Order Finished  , Vivek Grady            ,2009-02-12,17,254900,0.06,15294, Office Supplies  , Binders and Binder Accessories ,239606,2009Q1,2009,February-2009,Thursday
2826,58435, Order Finished  , Arthur Prichep         ,2012-05-07,11,546880,0.01,5469, Office Supplies  , Binders and Binder Accessories ,541411,2012Q2,2012,May-2012,Monday
2827,59009, Order Returned  , Sally Hughsby          ,2011-11-18,19,1229820,0.02,24596, Office Supplies  , Paper                          ,1205224,2011Q4,2011,November-2011,Friday
2829,59554, Order Finished  , Karen Daniels          ,2011-11-15,40,1437200,0.08,114976, Technology       , Computer Peripherals           ,1322224,2011Q4,2011,November-2011,Tuesday
2830,59559, Order Finished  , Greg Hansen            ,2010-09-17,30,794340,0.1,79434, Furniture        , Office Furnishings             ,714906,2010Q3,2010,September-2010,Friday
2832,59906, Order Finished  , Lindsay Shagiari       ,2010-05-20,32,569840,0.03,17095, Office Supplies  , Paper                          ,552745,2010Q2,2010,May-2010,Thursday
2833,454, Order Finished  , Darrin Martin          ,2011-12-26,42,468400,0.09,42156, Office Supplies  , Rubber Bands                   ,426244,2011Q4,2011,December-2011,Monday
2834,549, Order Finished  , Ken Brennan            ,2012-07-12,13,140480,0.03,4214, Office Supplies  , Paper                          ,136266,2012Q3,2012,July-2012,Thursday
2835,999, Order Finished  , Max Jones              ,2010-09-04,6,1167280,0.08,93382, Office Supplies  , Storage & Organization         ,1073898,2010Q3,2010,September-2010,Saturday
2836,1286, Order Finished  , Lena Creighton         ,2010-05-13,46,468740,0.05,23437, Office Supplies  , Binders and Binder Accessories ,445303,2010Q2,2010,May-2010,Thursday
2838,1892, Order Finished  , Joe Kamberova          ,2009-03-25,47,387260,0.05,19363, Office Supplies  , Binders and Binder Accessories ,367897,2009Q1,2009,March-2009,Wednesday
2839,1991, Order Finished  , Barry Franz            ,2012-09-06,27,6982120,0.09,628391, Furniture        , Office Furnishings             ,6353729,2012Q3,2012,September-2012,Thursday
2840,4610, Order Returned  , Odella Nelson          ,2010-06-17,8,133760,0.09,12038, Technology       , Computer Peripherals           ,121722,2010Q2,2010,June-2010,Thursday
2841,5697, Order Finished  , Max Jones              ,2012-10-04,31,743360,0.03,22301, Office Supplies  , Storage & Organization         ,721059,2012Q4,2012,October-2012,Thursday
2843,6053, Order Finished  , Maureen Fritzler       ,2010-12-11,4,32160,0.04,1286, Office Supplies  , Binders and Binder Accessories ,30874,2010Q4,2010,December-2010,Saturday
2844,6432, Order Finished  , Lena Creighton         ,2011-11-10,30,622160,0.08,49773, Office Supplies  , Appliances                     ,572387,2011Q4,2011,November-2011,Thursday
2845,6502, Order Returned  , Max Jones              ,2011-08-20,16,232220,0.1,23222, Office Supplies  , Paper                          ,208998,2011Q3,2011,August-2011,Saturday
2846,6656, Order Finished  , Dennis Bolton          ,2009-05-15,45,3604000,0.02,72080, Office Supplies  , Binders and Binder Accessories ,3531920,2009Q2,2009,May-2009,Friday
2847,7072, Order Finished  , Maureen Fritzler       ,2012-02-04,29,517220,0.07,36205, Office Supplies  , Binders and Binder Accessories ,481015,2012Q1,2012,February-2012,Saturday
2848,7429, Order Finished  , Art Foster             ,2010-05-26,33,2758680,0.04,110347, Technology       , Computer Peripherals           ,2648333,2010Q2,2010,May-2010,Wednesday
2849,7910, Order Finished  , Erica Hackney          ,2010-04-20,41,3742260,0.01,37423, Furniture        , Office Furnishings             ,3704837,2010Q2,2010,April-2010,Tuesday
2850,8035, Order Finished  , Don Weiss              ,2012-03-01,7,208760,0.07,14613, Office Supplies  , Appliances                     ,194147,2012Q1,2012,March-2012,Thursday
2851,8961, Order Returned  , Jessica Myrick         ,2011-06-28,15,1255380,0.0,0, Technology       , Computer Peripherals           ,1255380,2011Q2,2011,June-2011,Tuesday
2852,9606, Order Finished  , Darrin Martin          ,2009-07-27,39,986520,0.02,19730, Office Supplies  , Labels                         ,966790,2009Q3,2009,July-2009,Monday
2853,9857, Order Finished  , Bruce Degenhardt       ,2010-05-11,16,4732360,0.1,473236, Office Supplies  , Envelopes                      ,4259124,2010Q2,2010,May-2010,Tuesday
2854,11233, Order Finished  , Kalyca Meade           ,2011-08-30,25,553000,0.02,11060, Office Supplies  , Envelopes                      ,541940,2011Q3,2011,August-2011,Tuesday
2855,11493, Order Finished  , Dennis Bolton          ,2011-10-20,16,223800,0.01,2238, Office Supplies  , Pens & Art Supplies            ,221562,2011Q4,2011,October-2011,Thursday
2856,11684, Order Finished  , Jenna Caffey           ,2012-07-27,8,2347000,0.0,0, Furniture        , Chairs & Chairmats             ,2347000,2012Q3,2012,July-2012,Friday
2857,11975, Order Finished  , Max Jones              ,2011-04-13,43,421320,0.08,33706, Office Supplies  , Binders and Binder Accessories ,387614,2011Q2,2011,April-2011,Wednesday
2858,13537, Order Finished  , Lena Creighton         ,2010-05-30,41,633220,0.03,18997, Office Supplies  , Paper                          ,614223,2010Q2,2010,May-2010,Sunday
2859,13670, Order Finished  , Art Foster             ,2012-05-23,27,232740,0.04,9310, Office Supplies  , Labels                         ,223430,2012Q2,2012,May-2012,Wednesday
2860,13764, Order Finished  , Ken Brennan            ,2011-07-13,31,247860,0.1,24786, Office Supplies  , Pens & Art Supplies            ,223074,2011Q3,2011,July-2011,Wednesday
2861,13953, Order Finished  , Jenna Caffey           ,2011-05-31,32,762480,0.04,30499, Office Supplies  , Paper                          ,731981,2011Q2,2011,May-2011,Tuesday
2862,14119, Order Finished  , Troy Blackwell         ,2010-05-31,24,206220,0.06,12373, Furniture        , Office Furnishings             ,193847,2010Q2,2010,May-2010,Monday
2863,14402, Order Finished  , Jessica Myrick         ,2010-10-14,1,368920,0.05,18446, Furniture        , Chairs & Chairmats             ,350474,2010Q4,2010,October-2010,Thursday
2864,14499, Order Finished  , Harry Marie            ,2010-11-14,28,1149980,0.06,68999, Technology       , Computer Peripherals           ,1080981,2010Q4,2010,November-2010,Sunday
2866,15236, Order Finished  , Lena Creighton         ,2012-04-09,33,682840,0.06,40970, Office Supplies  , Binders and Binder Accessories ,641870,2012Q2,2012,April-2012,Monday
2867,15397, Order Finished  , Troy Blackwell         ,2010-02-06,42,446660,0.0,0, Technology       , Computer Peripherals           ,446660,2010Q1,2010,February-2010,Saturday
2869,16450, Order Finished  , Dennis Bolton          ,2011-05-15,12,147000,0.03,4410, Office Supplies  , Envelopes                      ,142590,2011Q2,2011,May-2011,Sunday
2871,17379, Order Finished  , Harry Marie            ,2011-08-14,29,6436840,0.08,514947, Furniture        , Bookcases                      ,5921893,2011Q3,2011,August-2011,Sunday
2872,17573, Order Finished  , Clytie Kelty           ,2011-09-04,23,441940,0.02,8839, Furniture        , Office Furnishings             ,433101,2011Q3,2011,September-2011,Sunday
2873,18595, Order Finished  , Art Foster             ,2009-01-31,6,902880,0.1,90288, Office Supplies  , Appliances                     ,812592,2009Q1,2009,January-2009,Saturday
2874,19205, Order Finished  , Odella Nelson          ,2010-07-26,47,2582700,0.04,103308, Office Supplies  , Paper                          ,2479392,2010Q3,2010,July-2010,Monday
2875,19494, Order Finished  , Clytie Kelty           ,2010-01-12,39,1714640,0.05,85732, Furniture        , Office Furnishings             ,1628908,2010Q1,2010,January-2010,Tuesday
2876,19523, Order Returned  , Jim Sink               ,2011-11-30,44,311560,0.04,12462, Office Supplies  , Paper                          ,299098,2011Q4,2011,November-2011,Wednesday
